1959,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
1,亢,氐,房,心,尾,箕,斗,女,虚,危,室,壁,奎,婁,胃,昴,畢,觜,参,井,鬼,柳,星,張,翼,軫,角,亢,氐,房,心
2,尾,箕,斗,女,虚,危,室,室,壁,奎,婁,胃,昴,畢,觜,参,井,鬼,柳,星,張,翼,軫,角,亢,氐,房,心,-1,-1,-1
3,尾,箕,斗,女,虚,危,室,壁,奎,婁,胃,昴,畢,觜,参,井,鬼,柳,星,張,翼,軫,角,亢,氐,房,心,尾,箕,斗,女
4,虚,危,室,壁,奎,婁,胃,胃,昴,畢,觜,参,井,鬼,柳,星,張,翼,軫,角,亢,氐,房,心,尾,箕,斗,女,虚,危,-1
5,室,壁,奎,婁,胃,昴,畢,畢,觜,参,井,鬼,柳,星,張,翼,軫,角,亢,氐,房,心,尾,箕,斗,女,虚,危,室,壁,奎
6,婁,胃,昴,畢,觜,参,井,鬼,柳,星,張,翼,軫,角,亢,氐,房,心,尾,箕,斗,女,虚,危,室,壁,奎,婁,胃,昴,-1
7,畢,觜,参,井,鬼,鬼,柳,星,張,翼,軫,角,亢,氐,房,心,尾,箕,斗,女,虚,危,室,壁,奎,婁,胃,昴,畢,觜,参
8,井,鬼,柳,張,翼,軫,角,亢,氐,房,心,尾,箕,斗,女,虚,危,室,壁,奎,婁,胃,昴,畢,觜,参,井,鬼,柳,星,張
9,翼,軫,角,亢,氐,房,心,尾,箕,斗,女,虚,危,室,壁,奎,婁,胃,昴,畢,觜,参,井,鬼,柳,星,張,翼,軫,角,-1
10,亢,氐,房,心,尾,箕,斗,女,虚,危,室,壁,奎,婁,胃,昴,畢,觜,参,井,鬼,柳,星,張,翼,軫,角,亢,氐,房,心
11,心,尾,箕,斗,女,虚,危,室,壁,奎,婁,胃,昴,畢,觜,参,井,鬼,柳,星,張,翼,軫,角,亢,氐,房,心,尾,斗,-1
12,女,虚,危,室,壁,奎,婁,胃,昴,畢,觜,参,井,鬼,柳,星,張,翼,軫,角,亢,氐,房,心,尾,箕,斗,女,虚,虚,危
