1935,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
1,尾,箕,斗,女,虚,危,室,壁,奎,婁,胃,昴,奎,觜,参,井,鬼,柳,星,張,翼,軫,角,亢,氐,房,心,尾,箕,斗,女
2,虚,危,室,室,壁,奎,婁,胃,昴,畢,觜,参,井,鬼,柳,星,張,翼,軫,角,亢,氐,房,心,尾,箕,斗,女,-1,-1,-1
3,虚,危,室,壁,奎,婁,胃,昴,畢,觜,参,井,鬼,柳,星,張,翼,軫,角,亢,氐,房,心,尾,箕,斗,女,虚,危,室,壁
4,奎,婁,胃,昴,畢,觜,参,井,鬼,柳,星,張,翼,軫,角,亢,氐,房,心,尾,箕,斗,女,虚,危,室,壁,奎,婁,胃,-1
5,昴,畢,畢,觜,参,井,鬼,柳,星,張,翼,軫,角,亢,氐,房,心,尾,箕,斗,女,虚,危,室,壁,奎,婁,胃,昴,畢,觜
6,参,井,鬼,柳,星,張,翼,軫,角,亢,氐,房,心,尾,箕,斗,女,虚,危,室,壁,奎,婁,胃,昴,畢,觜,参,井,鬼,-1
7,鬼,柳,星,張,翼,軫,角,亢,氐,房,心,尾,箕,斗,女,虚,危,室,壁,奎,婁,胃,昴,畢,觜,参,井,鬼,柳,張,翼
8,軫,角,亢,氐,房,心,尾,箕,斗,女,虚,危,室,壁,奎,婁,胃,昴,畢,觜,参,井,鬼,柳,星,張,翼,軫,角,亢,氐
9,房,心,尾,箕,斗,女,虚,危,室,壁,奎,婁,胃,昴,畢,觜,参,井,鬼,柳,星,張,翼,軫,角,亢,氐,氐,房,心,-1
10,尾,箕,斗,女,虚,危,室,壁,奎,婁,胃,昴,畢,觜,参,井,鬼,柳,星,張,翼,軫,角,亢,氐,房,心,尾,箕,斗,女
11,虚,危,室,壁,奎,婁,胃,昴,畢,觜,参,井,鬼,柳,星,張,翼,軫,角,亢,氐,房,心,尾,箕,斗,女,虚,危,室,-1
12,壁,奎,婁,胃,昴,畢,觜,参,井,鬼,柳,星,張,翼,軫,角,亢,氐,房,心,尾,箕,斗,女,虚,虚,危,室,壁,奎,婁
