1960,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
1,室,壁,奎,婁,胃,昴,畢,觜,参,井,鬼,柳,星,張,翼,軫,角,亢,氐,房,心,尾,箕,斗,女,虚,危,室,壁,奎,婁
2,胃,昴,畢,觜,参,井,鬼,柳,星,張,翼,軫,角,亢,氐,房,心,尾,箕,斗,女,虚,危,室,壁,奎,奎,婁,胃,-1,-1
3,昴,畢,觜,参,井,鬼,柳,星,張,翼,軫,角,亢,氐,房,心,尾,箕,斗,女,虚,危,室,壁,奎,婁,胃,昴,畢,觜,参
4,井,鬼,柳,星,張,翼,軫,角,亢,氐,房,心,尾,箕,斗,女,虚,危,室,壁,奎,婁,胃,昴,畢,畢,觜,参,井,鬼,-1
5,柳,星,張,翼,軫,角,亢,氐,房,心,尾,箕,斗,女,虚,危,室,壁,奎,婁,胃,昴,畢,觜,参,井,鬼,柳,星,張,翼
6,軫,角,亢,氐,房,心,尾,箕,斗,女,虚,危,室,壁,奎,婁,胃,昴,畢,觜,参,井,鬼,鬼,柳,星,張,翼,軫,角,-1
7,亢,氐,房,心,尾,箕,斗,女,虚,危,室,壁,奎,婁,胃,昴,畢,觜,参,井,鬼,柳,星,鬼,柳,星,張,翼,軫,角,亢
8,氐,房,心,尾,箕,斗,女,虚,危,室,壁,奎,婁,胃,昴,畢,觜,参,井,鬼,柳,張,翼,軫,角,亢,氐,房,心,尾,箕
9,斗,女,虚,危,室,壁,奎,婁,胃,昴,畢,觜,参,井,鬼,柳,星,張,翼,軫,角,亢,氐,房,心,尾,箕,斗,女,虚,-1
10,危,室,壁,奎,婁,胃,昴,畢,觜,参,井,鬼,柳,星,張,翼,軫,角,亢,氐,房,心,尾,箕,斗,女,虚,危,室,壁,奎
11,婁,胃,昴,畢,觜,参,井,鬼,柳,星,張,翼,軫,角,亢,氐,房,心,心,尾,箕,斗,女,虚,危,室,壁,奎,婁,胃,-1
12,昴,畢,觜,参,井,鬼,柳,星,張,翼,軫,角,亢,氐,房,心,尾,斗,女,虚,危,室,壁,奎,婁,胃,昴,畢,觜,参,井
